#{"t_start": 1770588151.5883014, "env_id": "LunarLander-v3"}
r,l,t
43.224841,174,264.555047
252.601151,377,264.820559
24.698322,110,264.898665
249.231083,244,265.070409
249.559673,501,265.424459
290.797778,216,265.575213
241.875452,187,265.707426
293.610385,219,265.86134
279.174583,165,265.981621
214.323858,379,266.25286
279.462196,274,266.448045
293.355838,245,266.620507
310.525335,236,266.786932
248.158413,253,266.963715
301.466255,175,267.086795
294.305044,358,267.343528
-29.476334,125,267.452209
37.628606,139,267.561874
35.872852,165,267.693353
14.472417,126,267.793836
279.839778,223,267.977497
46.719864,191,268.131596
3.285757,139,268.244685
295.490302,212,268.415423
257.565448,199,268.577934
271.861473,396,269.429631
272.611965,201,269.568994
317.293226,330,269.79721
-49.087014,139,269.897794
284.631389,374,270.162227
289.771368,291,270.364283
269.724188,261,270.543266
295.80916,175,270.66741
240.070031,228,270.826273
297.723611,311,271.041519
280.678638,350,271.282983
269.751105,284,271.481701
286.127496,342,271.719612
263.003424,284,271.915656
262.850409,449,272.227164
275.404962,217,272.378495
311.025153,275,272.571381
277.923066,477,272.900058
-19.206331,122,272.990483
287.442078,246,273.167641
116.865776,1000,273.869243
238.399404,638,274.315018
257.475387,196,274.449779
261.061587,177,274.572524
248.09962,250,274.746206
300.294589,262,274.926787
256.902518,475,275.255977
31.012254,142,275.354196
243.834052,996,276.044295
259.609563,208,276.188041
286.147075,270,276.376804
264.492066,340,276.613914
285.539868,874,277.222636
285.613851,237,277.388501
306.63593,336,277.623686
-20.066195,144,277.730023
286.220555,504,278.095026
265.703849,342,278.345159
288.911089,395,278.635346
289.41034,174,278.763253
272.148932,229,278.928874
237.217979,226,279.089543
282.016012,196,279.235868
285.302415,191,279.374896
281.409852,236,279.54437
250.408447,562,279.949938
276.460358,215,280.105729
264.880555,272,280.312029
48.318617,157,280.430004
269.465431,161,280.548367
225.887745,771,281.111803
297.163555,288,281.323703
257.985682,331,281.565555
274.915107,289,281.776207
270.639763,432,282.093082
218.854508,230,282.26424
291.244841,328,282.505356
265.150555,276,282.705758
254.537536,435,283.024305
289.88048,159,283.150707
201.040599,260,283.331578
29.268422,123,283.416718
239.156612,234,283.579988
293.060008,390,283.851295
273.746715,172,283.971135
48.417992,171,284.089598
66.497121,152,284.194303
172.340828,245,284.367013
280.62111,221,284.519477
68.133214,185,284.648238
278.488095,216,284.797937
254.552844,165,284.913379
36.808219,143,285.013269
291.071653,558,285.400583
247.042827,181,285.525361
262.33018,697,286.013825
249.343344,350,286.256605
250.149395,257,286.435934
280.638908,215,286.58567
251.998291,511,286.94564
274.76097,189,287.356416
310.834279,181,287.485696
266.510288,412,287.776499
182.731647,338,288.020456
280.688377,144,288.124291
285.393729,709,288.62326
258.379299,364,288.880913
239.838784,320,289.10838
289.105139,222,289.268875
263.563784,234,289.433249
281.03591,237,289.619176
262.468506,501,290.000708
149.848194,421,290.296865
294.818269,490,290.642923
216.830906,242,290.815824
49.040698,124,290.905217
273.653992,343,291.14832
296.446708,571,291.549116
261.434854,224,291.707203
273.671578,522,292.076802
261.449031,383,292.349267
293.775681,252,292.528417
259.729558,412,292.819625
291.606319,440,293.141939
224.140096,347,293.397408
254.185722,165,293.521174
244.723604,256,293.711694
220.494707,750,294.279274
254.183302,412,294.579477
298.240678,179,294.712556
272.262407,170,294.835625
281.601641,419,295.149317
288.948258,308,295.375505
257.898128,215,295.535949
280.968489,366,295.803244
214.760702,256,295.993991
272.867105,223,296.15957
12.641483,120,296.248369
270.068496,262,296.441842
276.248301,473,296.794706
275.194014,459,297.138416
278.695062,315,297.367822
279.207208,201,297.52059
266.419149,396,297.814406
251.550548,314,298.046172
232.427136,264,298.244257
277.096643,165,298.364332
289.101551,189,298.506751
236.389451,222,298.671685
274.033604,211,298.827616
299.600388,314,299.060567
262.019504,256,299.257191
269.299372,471,299.608937
286.429322,246,299.797742
235.714752,293,300.053809
275.50837,691,300.551074
297.045061,394,300.832138
276.795026,301,301.044056
242.312938,556,301.43947
306.774575,208,301.586578
43.040489,101,301.658237
33.992892,84,301.716908
251.123349,223,301.872915
216.997643,293,302.084976
43.778384,118,302.1668
272.566435,297,302.375432
293.385201,264,302.564152
239.974927,344,302.810521
269.920946,482,303.152277
258.681908,221,303.313488
308.857787,287,303.518616
267.574698,406,303.809109
244.687381,280,304.005419
303.174996,215,304.157503
59.077015,87,304.218504
277.071016,526,304.588339
250.609991,626,305.03071
300.889379,226,305.187786
19.754449,103,305.260729
258.076208,369,305.918555
289.686145,359,306.213235
239.975676,236,306.405339
267.217455,354,306.697319
252.848378,247,306.8987
299.263529,371,307.203281
282.26947,381,307.516381
251.579998,273,307.740658
299.912883,197,307.901642
265.202876,377,308.211543
280.442472,172,308.352124
23.202425,142,308.468296
266.225919,282,308.699978
264.515433,213,308.872941
-15.579573,134,308.982237
258.144893,325,309.245969
309.008538,378,309.565404
110.900177,1000,310.401889
299.368644,673,310.956739
269.204699,228,311.142678
299.540348,307,311.396154
268.788444,262,311.609206
281.376644,498,312.016367
301.714383,456,312.388624
304.287549,266,312.608242
277.629763,324,312.873575
242.227769,209,313.043804
263.229393,357,313.337513
277.813008,320,313.603607
-142.241643,799,314.24994
299.394442,256,314.460895
263.938823,277,314.689008
232.704309,345,314.971075
256.498734,440,315.331213
257.605633,311,315.585792
278.094885,487,315.983967
7.583617,133,316.101107
293.206893,364,316.400316
28.45313,96,316.477671
254.192699,242,316.676454
37.879202,164,316.811009
270.883435,191,316.969189
259.011315,241,317.167928
10.881489,131,317.27533
236.416906,233,317.468263
241.837012,241,317.667237
14.516175,80,317.731979
218.786546,295,317.975013
250.726742,178,318.12312
301.559103,279,318.351878
14.925833,114,318.444895
242.102663,178,318.59019
252.736091,203,318.759586
261.424301,207,318.929971
267.752096,344,319.214159
281.03794,504,319.633724
279.14415,326,319.911461
273.447058,316,320.172819
300.996792,268,320.389942
265.945234,357,320.686968
261.55914,404,321.020516
287.199469,272,321.245354
287.642362,451,321.612908
-61.051133,102,321.697582
280.209084,370,321.999817
264.336623,164,322.134203
257.544861,203,322.301365
277.576532,229,322.489014
282.040098,419,322.836045
294.158015,210,323.008007
301.314052,358,323.300341
303.3507,300,323.54693
276.097429,249,323.753231
47.471118,159,323.882143
273.884463,407,324.216568
280.40394,652,324.75358
262.761976,177,324.906983
275.605777,235,325.099795
288.151848,297,325.342521
270.622835,185,325.492696
249.723363,183,325.643442
38.985243,77,325.705676
277.360896,223,325.889555
253.81025,196,326.048835
27.337773,116,326.145123
257.281167,298,326.400472
290.797677,341,326.99841
307.24797,205,327.141633
284.196735,365,327.397996
274.252697,260,327.580003
267.845597,164,327.69437
281.87103,532,328.066064
257.951101,186,328.199253
253.472518,314,328.417366
298.706492,189,328.549307
284.77086,327,328.77542
307.837234,172,328.899058
275.100675,441,329.207975
280.571967,312,329.428838
278.444182,573,329.832949
289.514927,192,330.013804
278.891832,211,330.189984
264.538228,153,330.31378
262.288134,177,330.457062
250.010288,237,330.652183
292.930327,462,331.031701
287.563722,218,331.208327
267.920257,440,331.566682
293.733963,377,331.877805
266.042271,485,332.275118
252.982294,308,332.526384
264.370565,300,332.77171
250.343958,678,333.331791
-6.280937,77,333.395503
260.710336,389,333.711066
223.260084,735,334.313758
233.884297,375,334.615182
275.084049,166,334.750647
258.083635,156,334.876664
297.934696,526,335.303449
286.49745,181,335.452431
114.66412,1000,336.267359
290.59057,231,336.451924
284.288405,447,336.819405
285.143259,162,336.953977
264.01002,207,337.118157
280.720983,158,337.24707
228.927388,301,337.491301
245.358571,372,337.793175
294.612553,285,338.023469
261.001045,241,338.220113
234.438309,338,338.493358
248.186801,222,338.675848
282.651431,536,339.114852
-18.392393,105,339.198728
298.41592,486,339.613495
253.483983,716,340.211028
250.383953,418,340.562357
247.412229,345,340.849365
280.894657,222,341.028413
310.151381,212,341.200968
307.69292,191,341.352445
244.674499,182,341.496287
304.746915,357,341.782162
263.183292,314,342.032618
252.187037,377,342.330266
287.239243,386,342.639239
276.907685,390,342.954062
279.136702,324,343.213037
315.75618,209,343.379286
272.156684,193,343.532276
267.018602,189,343.69368
224.219797,361,343.975865
273.307567,178,344.099197
262.484259,184,344.230815
249.660668,214,344.381339
308.13749,402,344.664666
303.327547,313,344.887541
65.514073,78,344.94179
298.905231,282,345.14004
302.842755,409,345.440199
285.073219,205,345.587461
256.902302,218,345.751606
251.8178,261,346.332864
278.876696,281,346.570526
290.599833,326,347.159557
291.210567,221,347.334765
253.834526,209,347.502075
286.798417,292,347.738122
252.75232,171,347.87557
259.27629,278,348.096015
287.192834,316,348.351825
227.437162,322,348.61263
244.749803,280,348.838281
292.968692,270,349.053505
243.111402,265,349.266343
270.333397,231,349.451935
246.072953,267,349.665143
28.250051,145,349.779583
253.300526,259,349.987586
20.053748,97,350.065929
273.569004,292,350.297894
49.148666,80,350.362652
286.528731,334,350.639575
254.993665,292,350.878438
267.784443,341,351.154433
290.081444,198,351.314584
272.078433,603,351.794749
290.139025,247,351.994525
270.333223,364,352.287117
282.958829,332,352.554148
246.522539,305,352.799803
242.634764,213,352.975012
269.002182,350,353.25472
245.87445,491,353.649744
277.923303,591,354.125929
302.070481,256,354.331995
277.712008,351,354.615061
269.134106,224,354.793529
297.393015,268,355.009134
305.700113,478,355.397392
259.034202,291,355.630636
314.187333,464,356.019266
291.483928,324,356.279425
291.374776,408,356.607966
258.923769,829,357.274753
293.930311,202,357.444448
269.649019,290,357.679208
271.886131,221,357.856099
269.519399,242,358.052236
255.66201,462,358.422251
282.387291,192,358.577152
273.800088,316,358.833626
304.584738,194,358.9902
288.343269,247,359.187302
250.664329,252,359.389882
-2.804651,86,359.460183
262.051461,290,359.691585
258.880868,237,359.8866
269.749884,234,360.078353
261.819452,200,360.240517
208.11511,437,360.594151
300.450288,323,360.853102
274.237744,215,361.026379
281.167176,268,361.243679
299.532848,266,361.456257
245.569537,319,361.712507
230.171355,278,361.934927
273.312601,230,362.119383
280.047679,302,362.362646
311.131795,179,362.505965
268.323988,250,362.707839
292.273788,296,362.950035
225.970893,262,363.158674
287.796099,409,363.48847
238.685458,292,363.721452
292.221951,198,363.879552
267.349999,279,364.104199
311.114905,208,364.2697
279.454382,581,364.736039
248.588909,198,364.897349
280.873721,271,365.1123
291.252273,231,365.29704
283.069938,277,365.517825
270.520232,248,365.716781
42.98686,177,365.859372
292.929972,288,366.104472
263.696309,232,366.290675
238.040907,232,366.476556
288.750704,186,366.623847
228.35031,337,366.890425
234.034663,306,367.135288
261.64141,249,367.729896
248.7308,492,368.13406
268.502656,216,368.310618
255.092502,250,368.514381
267.172281,218,368.692136
261.21182,289,368.929379
288.805331,171,369.069765
285.363513,397,369.394252
269.091281,294,369.637778
283.512085,141,369.752122
302.651254,204,369.918946
267.681549,317,370.187808
244.697293,245,370.398799
254.110508,266,370.617503
240.26461,262,370.832947
277.692693,289,371.070925
262.029729,192,371.229207
282.084654,219,371.408019
273.269338,249,371.609289
281.619325,172,371.750125
260.505272,196,371.911592
269.932716,235,372.102928
294.28746,330,372.370977
296.109531,363,372.672008
253.303718,449,373.043476
250.114552,318,373.305839
242.139835,467,373.687199
267.886702,403,374.018934
259.21113,266,374.2383
271.182172,212,374.411895
284.943073,342,374.691319
29.073462,98,374.771517
249.951094,185,374.923303
227.121412,243,375.123723
288.252039,374,375.428212
303.931066,342,375.709562
298.320633,284,375.94223
277.563362,259,376.165175
298.662301,391,376.485218
289.60276,226,376.670946
302.182523,197,376.831624
278.237268,248,377.033109
273.983474,302,377.278244
281.131221,265,377.496217
289.535373,247,377.702519
290.573383,203,377.868526
242.857635,298,378.11103
263.719913,431,378.461684
317.580469,316,378.722146
299.715622,404,379.052152
279.610738,209,379.224387
282.318074,280,379.453356
62.588499,147,379.572323
285.596889,220,379.751796
286.229062,325,380.020691
257.809873,201,380.183943
270.488391,373,380.492618
285.980667,201,380.657369
265.105591,218,380.838358
267.454644,489,381.241253
252.977096,180,381.389386
288.252742,206,381.55848
305.824131,303,381.803668
270.213509,225,381.988067
271.846013,173,382.128132
265.768834,325,382.395556
249.546759,209,382.566712
274.597517,216,382.742576
258.452667,222,382.925109
269.553829,267,383.145339
279.426084,189,383.299309
241.974804,209,383.469778
8.250118,146,383.598879
246.742226,239,383.792419
286.438686,418,384.135961
70.792701,167,384.272466
271.480731,187,384.424991
277.269324,225,384.609887
254.873271,183,384.757263
268.374947,227,384.943364
297.729845,203,385.110231
241.530022,538,385.552507
43.407208,130,385.658534
265.645927,211,385.832754
261.323257,306,386.083343
270.922786,159,386.226674
286.75009,224,386.412338
286.020697,292,386.661081
262.543271,182,386.812394
252.761907,229,387.002254
287.438682,170,387.140685
312.733068,519,387.57143
257.847796,350,387.858643
249.496542,240,388.054564
